sentence,label,pred_label,confidence,prob_negative,prob_neutral,prob_positive
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",1,1,0.99752873,0.000615855,0.99752873,0.0018554764
Metso 's delivery will include a complete coated board line with related air systems and two winders .,1,1,0.99861467,0.00062056736,0.99861467,0.0007647029
Most of the dividend will go to the Grimaldi family .,1,1,0.9984408,0.0007886961,0.9984408,0.0007705112
Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,1,1,0.99740183,0.0016328172,0.99740183,0.00096538913
Net investment income,1,1,0.9982663,0.0007102214,0.9982663,0.0010234907
"no compensation for its news , opinions or distributions .",1,1,0.9978103,0.0013952006,0.9978103,0.0007946134
No financial details were disclosed .,1,1,0.9986076,0.0006271625,0.9986076,0.00076529756
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",1,1,0.9985318,0.0006581717,0.9985318,0.0008099825
Officials did not disclose the contract value .,1,1,0.9984281,0.0008347276,0.9984281,0.0007371667
Otherwise the situation is under control .,1,1,0.99765587,0.0010269705,0.99765587,0.0013171551
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",1,1,0.9984427,0.0007861722,0.9984427,0.00077118026
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1,1,0.99843127,0.0007912659,0.99843127,0.0007774696
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1,1,0.9983181,0.0008470619,0.9983181,0.00083486404
Payment of shares shall be effected on subscription .,1,1,0.99853206,0.000740336,0.99853206,0.000727519
"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1,1,0.99819154,0.00069696025,0.99819154,0.0011115047
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",1,1,0.9985611,0.00062230637,0.9985611,0.0008166204
Production is scheduled to start by the end of April 2007 .,1,1,0.9985636,0.00063042995,0.9985636,0.00080603163
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1,1,0.99843997,0.00055742514,0.99843997,0.0010026215
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,1,1,0.9984995,0.00064707425,0.9984995,0.00085339986
Raute is listed on the Nordic exchange in Helsinki .,1,1,0.99865294,0.0006310356,0.99865294,0.00071597577
Registration is required .,1,1,0.99849415,0.0007321358,0.99849415,0.00077370624
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1,1,0.9985328,0.0007455957,0.9985328,0.00072158495
"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1,1,0.9984977,0.0005522069,0.9984977,0.0009501059
Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,1,1,0.99839216,0.00080889155,0.99839216,0.0007989643
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",1,1,0.9985978,0.0005919783,0.9985978,0.0008102477
Saunalahti is a part of the Elisa group .,1,1,0.9986267,0.00058266846,0.9986267,0.0007907196
"says Brian Burton , Head of IT Security , Vodafone UK .",1,1,0.9978623,0.0009470062,0.9978623,0.0011906865
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",1,1,0.9986442,0.00063265703,0.9986442,0.0007231891
Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,1,1,0.99857736,0.0006794976,0.99857736,0.00074319047
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",1,1,0.9978126,0.00081078545,0.9978126,0.0013765945
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,1,0.99801195,0.00054387137,0.99801195,0.001444221
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,1,0.99851793,0.0007231053,0.99851793,0.0007589773
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,1,0.99851793,0.0007231053,0.99851793,0.0007589773
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",1,1,0.998454,0.0006373997,0.998454,0.00090867834
"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",1,1,0.99864346,0.0005861549,0.99864346,0.0007703102
"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",1,1,0.9968178,0.0016346157,0.9968178,0.0015475263
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,1,1,0.9986218,0.00062647025,0.9986218,0.00075174205
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,1,1,0.9986222,0.0006409199,0.9986222,0.0007368945
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",1,1,0.99821895,0.0007152017,0.99821895,0.0010658101
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1,1,0.9986051,0.00070075574,0.9986051,0.000694186
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1,1,0.9987238,0.00057871663,0.9987238,0.00069745793
"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1,1,0.99858934,0.00065229065,0.99858934,0.0007582882
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+ñnnen Tehtaat 's other businesses .",1,1,0.9976406,0.0009227841,0.9976406,0.0014365995
The acquisition price was not disclosed .,1,1,0.99864143,0.0006230402,0.99864143,0.00073550903
The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,1,1,0.99859446,0.00066143984,0.99859446,0.00074408896
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1,1,0.99854004,0.00063474994,0.99854004,0.0008252522
The Board of Directors was authorized to decide on other terms of the share issue .,1,1,0.9984505,0.00083363766,0.9984505,0.00071578426
The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,1,1,0.9985581,0.00059727125,0.9985581,0.0008445276
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1,1,0.99865484,0.00057321094,0.99865484,0.00077189674
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1,1,0.99868876,0.00058155047,0.99868876,0.0007296883
The capital structure of Solidium may be complemented by other financial instruments in the future .,1,1,0.9984023,0.0005508256,0.9984023,0.0010469194
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1,1,0.99868065,0.0006202702,0.99868065,0.0006991099
"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,1,0.99777836,0.0011867536,0.99777836,0.001034981
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1,1,0.99852884,0.00075690064,0.99852884,0.0007142052
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1,1,0.99839145,0.0007887256,0.99839145,0.00081974454
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,1,1,0.9979486,0.00071445835,0.9979486,0.0013369693
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1,1,0.99849534,0.00065148016,0.99849534,0.000853188
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,1,0.9985261,0.00056637876,0.9985261,0.0009074705
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1,1,0.9986425,0.000676083,0.9986425,0.0006813816
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,1,0.9986877,0.000566279,0.9986877,0.00074594724
The company then said it will focus its resources on clinical research .,1,1,0.99834514,0.00074451073,0.99834514,0.0009103113
The Company turnover amounted to MEUR 27.9 in 2007 .,1,1,0.9983822,0.00069412246,0.9983822,0.00092363654
The company website is www.ahlstrom.com .,1,1,0.9986743,0.0005952245,0.9986743,0.0007304551
The company will be part of Teleste 's Video and Broadband Solutions business area .,1,1,0.99866796,0.0005749206,0.99866796,0.000757205
"The company will publish its financial statement for 2008 on February 25 , 2009 .",1,1,0.99865997,0.0005614739,0.99865997,0.0007785526
The company will release its 2010 results on 11 February 2011 .,1,1,0.99860966,0.00059510657,0.99860966,0.00079515745
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1,1,0.9987255,0.00057085196,0.9987255,0.00070361514
"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1,1,0.99840623,0.0008327287,0.99840623,0.00076101953
The contract includes heating plant equipment and associated installation work .,1,1,0.99860305,0.0006517257,0.99860305,0.0007451858
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1,1,0.99858826,0.00065794284,0.99858826,0.0007537344
"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1,1,0.9984059,0.0006549263,0.9984059,0.0009391345
The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,1,1,0.998606,0.00064631796,0.998606,0.00074773264
The customers will have an access to integrated propeller and gear packages from one source .,1,1,0.99840564,0.0007769316,0.99840564,0.0008174582
The deal is subject to approval by the Norwegian competition authorities .,1,1,0.9985796,0.0006681382,0.9985796,0.000752255
The deal means that ten persons in three countries will transfer to Tieto .,1,1,0.99773395,0.0010267649,0.99773395,0.0012391789
The deal will have no significant effect on the acquiring company 's equity ratio .,1,1,0.99839705,0.0006132048,0.99839705,0.0009897964
The deliveries are scheduled for the summer and autumn of 2008 .,1,1,0.99862945,0.00059569185,0.99862945,0.00077487377
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",1,1,0.9985246,0.0006231613,0.9985246,0.00085222983
"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1,1,0.99870133,0.00063405227,0.99870133,0.00066452357
"The final price will be specified by 14 May 2010 , the acquiring company said .",1,1,0.9986615,0.00063153467,0.9986615,0.0007069178
"The firm 's UK head office is in Rugby Road , Lutterworth .",1,1,0.9985279,0.0006183923,0.9985279,0.00085367524
The first group of customers to be trained will be paint-shop owners and their assistants .,1,1,0.998645,0.000624583,0.998645,0.000730434
The first stage of the contract covers 133 stores and 600 cash registers .,1,1,0.99861014,0.00070802233,0.99861014,0.00068173395
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1,1,0.9986823,0.0005770927,0.9986823,0.0007406424
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1,1,0.99851376,0.0006945118,0.99851376,0.0007916831
The front surfaces of these valve plates are directed towards each other .,1,1,0.9984902,0.0007765929,0.9984902,0.00073327747
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1,1,0.9984102,0.0005830285,0.9984102,0.0010066103
The increase range will vary up to 10 % .,1,1,0.99723357,0.000609254,0.99723357,0.0021572208
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1,1,0.9983115,0.0009423705,0.9983115,0.0007460877
"The latest date for registration is on 4 April , 2006 .",1,1,0.99870133,0.00057901884,0.99870133,0.00071966863
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1,1,0.9985384,0.00069212087,0.9985384,0.00076959806
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,1,0.99809057,0.00063833455,0.99809057,0.0012710807
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1,1,0.9986248,0.0006330388,0.9986248,0.00074217323
The maximum number of new shares to be offered is 22 million .,1,1,0.9985335,0.0007273264,0.9985335,0.0007391551
The measures taken will cause one-time costs during the final part of 2006 .,1,1,0.99787664,0.0011263194,0.99787664,0.0009970794
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",1,1,0.9985971,0.0005631975,0.9985971,0.00083974254
"The money will be spread mainly over 2011 and 2012 , the company said .",1,1,0.9986071,0.000685507,0.9986071,0.000707441
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",1,1,0.99855465,0.00060669536,0.99855465,0.0008385693
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1,1,0.9986663,0.00062855205,0.9986663,0.0007050804
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1,1,0.99847454,0.0007658223,0.99847454,0.00075963483
The new SEPA cads will replace Finnish bank cards .,1,1,0.9978023,0.0007374487,0.9978023,0.0014601881
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",1,1,0.9986941,0.00060558174,0.9986941,0.0007003272
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",1,1,0.9986853,0.0006154514,0.9986853,0.0006992342
"The order includes a new Crecent former , headbox , and reel .",1,1,0.99847454,0.00067430426,0.99847454,0.000851154
The output of the contracts totals 72 MWe .,1,1,0.99861586,0.0005956968,0.99861586,0.000788475
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1,1,0.9984572,0.00082174205,0.9984572,0.00072109455
The parties have agreed not to disclose the transaction value .,1,1,0.9984308,0.0008402552,0.9984308,0.0007288906
"The payment date is March 25 , 2010 .",1,1,0.99857116,0.00066243886,0.99857116,0.00076637324
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1,1,0.9984755,0.00068231876,0.9984755,0.00084229535
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,1,0.99871147,0.0006020901,0.99871147,0.00068643567
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,1,1,0.99832743,0.0008505113,0.99832743,0.0008220193
The purchase sum is about EUR 10mn US$ 12.97 mn .,1,1,0.99861264,0.0006017473,0.99861264,0.00078555424
"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1,1,0.9986461,0.00056540093,0.9986461,0.0007886233
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1,1,0.9985851,0.0007054444,0.9985851,0.00070951524
"The sale will be finalized in September or October , the company said .",1,1,0.9985108,0.00070644513,0.9985108,0.0007827951
"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1,1,0.9986792,0.0006616253,0.9986792,0.00065918703
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1,1,0.99856204,0.0006811858,0.99856204,0.00075678463
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1,1,0.9985166,0.00075751275,0.9985166,0.0007258203
The site will cover over six hectares .,1,1,0.99860305,0.0005918324,0.99860305,0.0008050609
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,1,1,0.9984351,0.000750404,0.9984351,0.0008144308
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,1,1,0.9986248,0.0005921149,0.9986248,0.0007830876
This release is not an offer of securities for sale into the United States or elsewhere .,1,1,0.9981565,0.0009265584,0.9981565,0.0009169614
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",1,1,0.99867404,0.0006367569,0.99867404,0.00068924436
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1,1,0.99846905,0.0006506388,0.99846905,0.00088035833
Two other sites will be included later on .,1,1,0.9984805,0.00078401866,0.9984805,0.0007355017
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",1,1,0.99846894,0.00068425323,0.99846894,0.00084677595
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,1,1,0.9975682,0.00063961,0.9975682,0.0017921095
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1,1,0.9986292,0.00067076634,0.9986292,0.00070004794
"We know that it exists , '' Artemyev said .",1,1,0.9977906,0.0010147854,0.9977906,0.0011947382
We offer our customers solutions based on renewable raw materials .,1,1,0.99767905,0.0009410561,0.99767905,0.001379911
"When dialing in , the participants should quote 877417 as conference ID .",1,1,0.9986016,0.0006146432,0.9986016,0.00078381615
Work on the assignment has already started and is due for completion in spring 2011 .,1,1,0.9984156,0.0007285171,0.9984156,0.00085588935
Yvonne Jones is owner of Chameleon Interiors .,1,1,0.9982333,0.0006150954,0.9982333,0.0011515971
ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .,1,1,0.9986652,0.0006015867,0.9986652,0.0007332748
"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007 .",1,1,0.9981205,0.00071190816,0.9981205,0.0011675894
` Nordic infrastructure construction is one of our strategic growth areas .,1,1,0.9969009,0.0008735755,0.9969009,0.002225547
"` Sanoma is a buyer not a target , ' he said .",1,1,0.99707675,0.0015446118,0.99707675,0.0013786886
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",1,1,0.9985121,0.00076934154,0.9985121,0.00071854854
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday .",1,1,0.9986265,0.0006280896,0.9986265,0.0007454834
`` It wo n't happen overnight .,1,1,0.9977393,0.00118419,0.9977393,0.0010765163
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,1,1,0.9980258,0.00081704784,0.9980258,0.0011573188
`` Serving customers locally is one of the cornerstones of customer focus for us .,1,1,0.996897,0.000873975,0.996897,0.0022290251
`` We know there are some of our own people out there . '',1,1,0.9977585,0.0010528002,0.9977585,0.0011886635
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",1,1,0.9984554,0.0006907347,0.9984554,0.00085388194
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1,1,0.99701166,0.00076974015,0.99701166,0.0022185806
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",1,1,0.99221015,0.00087149144,0.99221015,0.006918401
"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain .",1,1,0.9984119,0.00069136434,0.9984119,0.0008966531
A few employees would remain at the Oulu plant in support functions for other group units .,1,1,0.9982174,0.00090170366,0.9982174,0.00088083174
A huge issue for us is the button placement .,1,1,0.99729663,0.0012313343,0.99729663,0.0014721127
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,1,1,0.99777114,0.00096643163,0.99777114,0.0012625041
A paper mill in the central Maine town of Madison soon will have a new owner .,1,1,0.9982368,0.00070919906,0.9982368,0.0010539283
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,1,1,0.99873453,0.00057543395,0.99873453,0.0006900935
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",1,1,0.9984078,0.0006081005,0.9984078,0.0009841382
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",1,1,0.9979475,0.0010997802,0.9979475,0.00095266366
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",1,1,0.9985903,0.00057915796,0.9985903,0.0008305962
"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .",1,1,0.9984302,0.0007996495,0.9984302,0.0007701769
Activities range from the development of natural resources to the retailed marketing of finished products .,1,1,0.99851686,0.0007296674,0.99851686,0.0007535256
"Additionally , information on business segments , competitors and future outlook are provided .",1,1,0.998579,0.0005708763,0.998579,0.0008500339
"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",1,1,0.9986192,0.0006500317,0.9986192,0.00073087466
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,1,1,0.9983386,0.0006287426,0.9983386,0.0010326616
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,1,1,0.9984341,0.0006844304,0.9984341,0.0008815041
After 1 April 2007 Cencorp will not have any own employees in the territory .,1,1,0.99852556,0.0007944031,0.99852556,0.0006799845
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,1,0.99864537,0.0006372903,0.99864537,0.0007173704
"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % .",1,1,0.99851125,0.0006281959,0.99851125,0.0008604339
"After the transaction , Tikkurila has no powder coatings related operations .",1,1,0.998558,0.00075310905,0.998558,0.0006888716
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",1,1,0.99847525,0.000705782,0.99847525,0.0008188561
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .",1,1,0.9977824,0.0007016765,0.9977824,0.0015159087
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",1,1,0.9983736,0.00065431144,0.9983736,0.0009719941
"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",1,1,0.99860686,0.0006989716,0.99860686,0.00069414946
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",1,1,0.99828726,0.00080383755,0.99828726,0.00090884464
An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .,1,1,0.99805295,0.00089319225,0.99805295,0.0010538775
An EU law on the issue may be introduced around 2010 .,1,1,0.9983039,0.00072722166,0.9983039,0.0009688473
Another firm Air Liquide was exempted because it left the market in 1998 .,1,1,0.9950965,0.003564298,0.9950965,0.0013392108
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",1,1,0.9986523,0.0006678944,0.9986523,0.000679935
Arena Partners Oy is a development company for electronic business .,1,1,0.998705,0.00063462084,0.998705,0.00066039583
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",1,1,0.9986105,0.0006096212,0.9986105,0.000779823
"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland .",1,1,0.9735831,0.0008792495,0.9735831,0.02553762
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",1,1,0.99866426,0.0005992339,0.99866426,0.0007366121
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,1,1,0.9983718,0.0006802751,0.9983718,0.00094797416
"At some point , it will spread also to Iran and Iraq .",1,1,0.99673563,0.0009980763,0.99673563,0.0022662696
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",1,1,0.9984023,0.00064096187,0.9984023,0.0009568473
"At the moment , there are approximately 20 Vianor sales offices in Russia .",1,1,0.9984895,0.00076221395,0.9984895,0.000748165
"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR .",1,1,0.9983923,0.0006627517,0.9983923,0.00094490225
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,1,1,0.99857926,0.000671594,0.99857926,0.00074914616
Basware finances the acquisition with a bank loan .,1,1,0.9982102,0.00080065563,0.9982102,0.0009891781
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",1,1,0.99827135,0.0008584214,0.99827135,0.0008702432
Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK .,1,1,0.99782526,0.0006267501,0.99782526,0.0015480219
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .",1,1,0.9986125,0.0006056287,0.9986125,0.00078191044
Bluewin Security is available as a monthly subscription .,1,1,0.99846977,0.0007306441,0.99846977,0.00079961034
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",1,1,0.9954983,0.00081484695,0.9954983,0.0036869056
Capital base and capital adequacy measurement is based on approaches under Basel II .,1,1,0.99855334,0.00067237316,0.99855334,0.00077435194
"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",1,1,0.99850804,0.0006703991,0.99850804,0.00082156446
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",1,1,0.9986237,0.00055318396,0.9986237,0.000823129
"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",1,1,0.9975769,0.0009790533,0.9975769,0.0014440686
"Cencorp would focus on the development , manufacture and marketing of standard products for production automation .",1,1,0.99867684,0.00060614676,0.99867684,0.0007170518
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process .,1,1,0.9983907,0.00075236335,0.9983907,0.00085701107
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,1,1,0.99827635,0.0008093869,0.99827635,0.0009143525
Closing of such transaction took place today .,1,1,0.99867404,0.0005788274,0.99867404,0.0007472229
